地域	値	店舗数	人口
関西	21192	22	710
九州	18123	15	651
関西	31966	26	607
九州	24993	27	426
東北	28451	11	1467
東北	19310	20	1572
九州	22373	19	1389
東北	26903	19	575
東北	26579	12	1591
九州	17712	19	1351
東北	18984	5	433
関西	30419	12	1172
中部	23701	28	1610
九州	27718	21	1187
九州	24881	9	1399
九州	30134	24	527
関西	25323	26	764
関東	18225	21	423
九州	24471	12	1500
東北	27372	25	716
九州	29235	9	1808
東北	15712	11	1992
関西	18860	9	1226
中部	16144	19	686
東北	18897	24	870
中部	26403	15	959
関東	21155	7	1058
関東	19737	23	1344
中部	28999	26	1696
関西	27595	14	513
東北	23777	25	1102
関東	18616	5	842
関西	18297	24	1217
東北	18474	21	730
関東	18266	21	1080
九州	20869	20	750
関西	15810	7	458
関西	23622	5	623
関西	27404	25	1500
中部	24889	7	1662
九州	24688	8	1529
九州	27271	5	734
中部	13118	21	951
九州	23653	22	1496
関東	12155	12	1980
中部	23513	18	1015
九州	22811	26	1101
中部	31906	8	1831
九州	18915	27	919
関西	19493	11	449
関西	17204	27	1403
中部	24217	14	1808
九州	13378	10	1809
九州	31851	17	1711
関東	24391	26	1536
関西	20407	17	1256
関西	21354	8	1421
関西	26058	11	456
九州	19532	20	1396
関西	31766	20	1726
関東	15325	18	839
関西	20544	13	1939
関西	14976	9	1631
東北	29819	16	743
関西	30112	21	1352
関東	16982	16	736
中部	23636	17	435
東北	25666	11	528
関東	15362	7	1616
関西	24507	26	1267
関東	29989	27	1924
関西	18123	27	1843
中部	24419	17	809
関西	23901	24	1243
九州	25953	15	940
東北	30211	21	1685
中部	14298	11	1833
東北	12902	20	1447
東北	26111	17	1448
関西	17019	19	596
九州	27132	21	1768
九州	26099	16	1530
関西	30412	8	470
九州	20878	15	493
東北	17976	26	855
中部	17212	9	1025
関西	29613	25	1604
中部	19206	16	1813
関東	23402	12	1081
東北	23910	5	550
東北	20226	7	537
中部	20633	28	1474
中部	25244	10	1055
中部	28553	21	1153
中部	20108	19	787
関西	29840	10	1692
関西	26748	18	1723
関東	21571	29	847
東北	16936	14	815
東北	17934	6	646
東北	12263	20	1109
関東	20662	19	1289
九州	21494	7	1040
中部	25803	12	686
九州	15634	17	1526
関東	21066	18	1556
関西	24414	8	1124
中部	27052	9	478
関西	14488	17	1875
九州	15318	19	1667
九州	19759	7	1865
東北	31577	19	1684
中部	25852	15	1730
関東	29622	9	997
関西	26671	10	1728
中部	19917	11	1342
東北	14978	12	1353
中部	27213	22	634
関西	25158	28	1974
九州	20708	23	702
九州	25231	16	1756
東北	30661	20	1995
九州	28856	22	403
関東	12412	29	932
関西	31962	20	1604
中部	12893	8	1163
九州	31177	13	1963
関東	12212	17	1115
関西	28356	29	644
東北	12175	9	518
東北	17298	11	1933
九州	17103	13	506
関東	27857	25	1753
関西	17619	27	1800
九州	22582	28	1012
関西	26760	7	1964
九州	25971	11	449
東北	16015	6	1952
東北	29938	9	1733
中部	27259	11	1817
関東	28157	23	1934
九州	19885	5	930
関東	24211	10	472
九州	17197	19	1935
九州	13046	19	1160
関西	14927	27	728
九州	23306	6	1343
九州	15208	9	1334
九州	23256	23	1801
中部	13480	20	964
中部	25836	17	1745
関東	16442	27	1973
関東	28392	7	1120
関西	20521	21	1591
関西	17694	26	1780
関東	19542	17	1981
東北	27922	25	1904
東北	16837	21	1413
関西	12694	27	1182
中部	14880	6	405
東北	23104	24	952
中部	30536	5	1204
東北	25197	19	1624
九州	17800	10	1544
関東	22414	24	715
九州	12337	27	1834
東北	23315	16	1116
関西	24134	19	860
中部	26617	14	459
九州	12568	15	1591
東北	24218	11	978
関東	12485	15	803
中部	15984	9	525
九州	18276	23	1410
中部	20823	27	1098
関西	22522	19	457
東北	24995	28	814
関西	30936	24	1861
関東	30439	19	1538
中部	12963	7	1389
九州	20294	24	1434
東北	28452	13	1913
関東	15087	14	744
中部	17275	10	1849
九州	21694	5	1898
九州	31190	8	1540
中部	14383	22	1822
中部	26653	26	760
九州	26603	27	618
関西	25101	27	1781
中部	27775	28	848
関東	16364	25	1577
関西	15170	25	1330
九州	15768	27	1951
関西	28783	15	1853
東北	25788	29	570
関東	20648	28	1131
関東	20771	16	974
東北	23923	17	606
関東	27587	20	1264
関東	26816	19	1109
東北	30811	20	722
東北	20877	22	1840
関西	15792	13	589
中部	14093	21	1966
中部	27625	16	764
関西	14850	28	914
関西	25733	12	1486
九州	24922	20	1017
関東	12176	9	655
関西	18314	10	1735
関西	16780	9	1217
中部	18830	23	1973
関西	15077	28	430
東北	17782	19	718
関東	20415	14	1863
中部	30086	15	1251
東北	21488	28	667
東北	26543	29	882
中部	13911	16	532
中部	20775	6	1647
東北	30000	26	1640
東北	29698	28	1122
中部	22748	29	1123
関西	30730	13	1463
関東	30645	19	1929
関東	24860	26	1392
中部	22401	21	1474
関西	26694	10	1339
東北	21032	18	1786
九州	25363	20	1454
中部	31542	9	693
関西	31979	20	1565
中部	25144	23	531
関東	29119	5	850
九州	22079	17	1776
東北	31331	8	1354
九州	29449	23	759
東北	31086	24	1306
関東	19717	9	1170
東北	20272	18	660
九州	28426	28	533
東北	20741	5	1725
東北	31928	15	663
関東	19975	21	1532
中部	31940	11	1544
中部	17349	12	903
中部	13308	5	923
中部	27178	5	1837
九州	27890	19	1215
中部	21469	20	1047
関東	21792	9	935
関東	27723	19	1557
関東	29654	10	740
中部	14889	9	1432
九州	15535	25	1687
関東	21422	20	845
関西	12955	7	1405
関西	25812	25	1841
東北	20323	26	1027
関東	20798	11	1092
関西	14641	20	1621
中部	27091	12	1019
関西	12726	27	1671
九州	25175	13	1778
関西	29727	27	1911
関西	17795	10	432
関西	17302	20	934
中部	18893	23	1506
九州	24605	12	1526
九州	28633	10	1009
中部	15447	24	1376
中部	26510	7	1441
関東	14543	8	1662
中部	13055	27	1722
関東	25479	19	499
中部	14918	14	1284
中部	23929	20	1513
関西	23876	28	744
九州	21136	5	789
関西	18062	27	1742
関西	16064	13	811
九州	31780	8	1491
中部	19677	20	543
九州	23375	11	1301
中部	26655	29	494
東北	31911	18	1943
九州	27712	9	1863
中部	24492	21	1587
九州	25759	14	819
九州	12191	12	1455
東北	21742	11	800
関東	13822	20	790
東北	15843	24	703
関東	31122	17	649
関東	25527	10	1959
関西	28274	10	1063
東北	16338	20	1309
九州	31619	17	1238
中部	31134	7	430
関西	22952	28	1421
中部	31388	23	1713
九州	16378	17	1329
関東	14208	8	1641
関東	22243	29	1627
関西	15506	20	1273
中部	14533	21	1119
中部	12248	12	1918
関東	21059	6	1424
関東	25053	7	1566
中部	25832	27	1830
中部	27875	27	684
東北	19417	5	1453
関東	23837	25	1133
東北	19096	14	1946
関西	12397	26	1165
関西	21929	27	1507
東北	19394	26	806
関東	31911	26	1116
東北	12661	26	1729
中部	30960	12	1705
東北	19541	6	1183
関西	17284	17	1712
関東	27572	15	993
九州	25129	20	699
関西	30469	17	847
九州	25523	18	1146
関西	22982	7	1849
東北	30469	7	691
九州	16665	12	910
関東	20232	23	1121
関東	25957	15	1042
中部	29439	11	854
関西	13913	20	1556
九州	15779	11	1638
中部	15957	19	1422
関東	13759	19	1717
九州	27097	15	991
中部	30543	10	925
東北	24881	18	1806
九州	21708	12	1857
中部	12770	15	692
関西	21585	14	919
関東	14688	19	1290
中部	17342	21	701
関西	16103	7	1170
九州	25512	29	477
九州	26848	12	1497
関西	23017	22	764
東北	16741	25	1866
関東	26715	23	1989
関東	20857	26	1103
関東	21114	26	1476
関東	23759	14	983
中部	30975	14	421
東北	26097	9	915
関東	30874	7	1877
東北	21038	26	1836
九州	24248	28	1113
関西	17390	21	1399
関東	26995	14	1654
関西	25911	22	633
東北	24711	14	511
関東	30236	26	649
東北	18866	25	1053
中部	14455	6	527
東北	22021	20	997
中部	19065	21	428
関東	28363	16	514
関西	25647	6	1195
中部	22429	16	673
中部	24634	15	924
関東	23354	6	1374
九州	30112	21	705
関東	28433	21	613
中部	17093	10	1896
関西	27717	19	1785
中部	19134	6	482
九州	26151	25	949
九州	19510	5	1249
東北	28281	26	1869
東北	29570	12	867
九州	18900	12	1143
中部	28140	21	1690
九州	23719	19	1515
関東	15703	10	1219
関西	22407	22	850
東北	19865	23	849
九州	23840	28	405
関東	24280	21	1215
東北	28345	27	810
中部	24611	7	1726
関東	23197	25	969
関東	24990	5	1697
関西	28066	10	658
中部	25234	15	828
東北	28339	5	1119
九州	17224	26	1694
九州	23523	23	685
関西	24076	8	1448
関西	13596	19	999
九州	28824	9	919
東北	19946	19	1038
東北	21791	19	1553
関西	17745	29	563
九州	13802	16	862
中部	23068	15	1397
東北	16876	17	1356
関西	31115	9	617
中部	26480	6	529
関西	29910	27	1849
関西	25923	8	565
中部	16308	7	1361
九州	17761	21	1501
関東	29930	15	1551
関西	13572	28	516
関東	12078	7	1800
関西	12673	23	638
関東	23203	10	1185
中部	23216	6	498
関西	20692	20	1643
九州	28660	13	785
関東	27932	22	890
関西	29266	7	1034
関東	19744	18	473
東北	23577	16	1005
関東	30982	21	823
東北	23267	6	782
関西	13599	6	1054
中部	28963	28	576
東北	19977	25	1295
中部	13518	18	1575
関西	25787	20	866
中部	28432	15	1502
関西	18830	25	1348
九州	24604	18	1346
関東	26216	11	1082
関東	13976	24	1318
中部	17148	9	1433
九州	12891	19	1068
九州	23547	25	1315
九州	18628	26	1174
東北	29926	10	1797
東北	24409	20	1157
九州	31376	6	428
関西	15773	5	1620
九州	29526	12	1434
関東	30929	16	835
中部	13843	25	1871
関西	23292	7	563
中部	25064	16	783
東北	12535	12	1709
東北	14953	14	940
九州	25132	21	553
中部	30265	26	1424
関東	20818	26	1374
関東	25828	20	1805
九州	16285	29	1477
関西	17439	23	1466
九州	24449	9	638
中部	20606	19	979
東北	31787	7	1985
関西	19363	10	1942
関東	28932	21	1698
九州	25665	22	1129
東北	18170	22	918
九州	15677	21	1954
東北	28086	24	1026
関西	23471	28	1626
九州	12691	21	1442
九州	20286	27	1025
中部	29495	29	1319
関西	16763	25	1104
中部	29030	17	953
九州	15274	18	1801
関西	20473	6	1387
九州	30451	20	1399
東北	23961	9	1015
東北	17127	29	1274
関東	30529	23	574
中部	14480	19	980
東北	31622	9	1169
東北	12264	6	1198
九州	16977	22	1212
関東	15299	25	638
東北	29737	18	1647
関東	30198	27	1338
中部	13811	17	1348
関東	18251	5	1440
関東	29563	10	1919
東北	27074	26	1884
中部	23557	26	1264
九州	28228	12	1272
九州	29195	6	861
東北	24173	8	570
中部	18092	14	884
九州	28854	8	755
関東	13557	10	1003
中部	30156	21	879
関東	17476	29	1351
東北	18415	13	1963
関西	23576	15	863
関東	22540	17	1548
東北	15978	8	1837
関西	27531	12	1217
東北	25014	11	1516
中部	19899	23	854
東北	31649	8	1186
関東	27085	12	1333
中部	21100	6	589
東北	30389	29	1877
中部	15595	23	1888
東北	18304	27	1145
関西	27020	27	1603
九州	25835	28	1416
中部	31230	20	415
関東	22004	20	815
関東	17520	18	488
関東	22739	11	1830
東北	23735	7	1582
九州	13166	21	1676
東北	25570	7	551
関西	23742	28	1550
関東	24756	17	1683
関西	22992	19	1266
東北	15631	21	1129
中部	31376	29	1593
東北	28667	24	760
関東	19798	8	1896
関東	22119	26	736
東北	14282	22	454
九州	14117	27	594
関西	15513	27	792
九州	26116	25	744
中部	25114	24	1210
中部	16104	12	1296
関東	18752	28	1453
関西	31735	16	1884
九州	15406	8	716
関西	24038	24	404
中部	27138	8	440
九州	24164	7	634
東北	25221	26	1723
関東	26359	11	1150
中部	19917	17	1295
関東	13183	23	902
関東	12550	7	715
関東	27435	20	995
中部	21643	9	1697
関東	19543	21	798
関東	25987	25	1972
中部	29703	19	1971
中部	13265	21	1912
関西	22854	12	911
九州	29298	21	1613
関西	27452	24	1135
九州	18561	24	408
東北	27862	25	402
中部	22242	15	515
関西	12451	22	1328
九州	18671	20	814
関東	23068	13	1833
中部	30202	9	739
九州	23601	8	854
関東	12802	13	1176
関東	22267	27	1326
関東	28470	20	652
関西	31161	26	980
東北	28470	23	517
中部	20649	18	1242
東北	17434	19	784
東北	21892	18	1537
東北	21707	10	1754
関東	16666	7	921
九州	15090	22	1633
関東	16341	7	1148
九州	31556	11	973
東北	15605	11	653
中部	19488	8	1497
九州	31630	8	601
関西	21014	20	872
関東	12572	10	1052
関東	14235	29	1581
九州	22974	7	1962
九州	20973	25	657
九州	19948	16	1400
九州	14869	15	1869
中部	12335	5	1495
九州	21146	25	543
九州	17472	5	510
東北	22561	17	843
関東	29845	26	932
関西	12479	12	749
関東	25975	27	1835
関西	15670	23	1587
中部	21329	12	1467
関東	30408	26	464
中部	24019	20	1451
東北	29613	18	455
関東	26408	8	630
東北	26835	12	1373
関西	28782	19	605
東北	12595	28	1119
九州	20780	23	1625
中部	24622	25	1230
中部	15038	7	1579
東北	28661	20	1831
関西	29140	16	1601
中部	26017	14	1014
関西	16292	16	1432
東北	26967	18	1466
関東	25860	11	620
関東	31563	20	562
関西	25854	12	725
中部	26259	18	1277
関東	14116	8	1940
九州	22278	26	611
九州	28035	19	1660
九州	27531	21	1516
九州	13693	27	1763
東北	17713	13	1759
東北	18388	15	522
東北	30873	5	836
東北	12011	7	1862
中部	27974	12	1370
関東	23933	15	468
東北	30553	16	823
東北	22766	28	1022
九州	19475	23	1603
関東	25905	25	1753
関東	26657	20	1215
東北	17911	18	527
東北	24106	8	737
中部	18617	14	1061
関東	15082	15	625
九州	17412	10	1444
関東	26958	24	523
中部	12271	15	1037
九州	15721	25	1513
東北	15034	24	563
関東	21240	24	1691
中部	13130	14	1253
九州	16310	23	1346
九州	22974	8	953
関西	19531	22	1604
関東	18279	21	1026
中部	24591	17	516
関東	23941	26	1619
中部	24856	17	1491
中部	13478	16	1901
関東	27450	22	1310
東北	26983	20	1983
九州	30173	13	1585
関東	25505	8	1601
東北	18207	24	1430
関東	27273	15	1229
東北	26518	29	1465
関西	26625	5	1362
東北	18775	21	869
関西	25332	19	745
関東	28897	15	1664
東北	15015	11	588
中部	23132	28	917
関東	12424	14	890
九州	15434	21	1398
中部	28950	9	1357
九州	21688	27	1880
関東	31428	26	623
関西	28281	25	943
関東	16993	11	1790
中部	28220	17	632
東北	16977	24	498
九州	17400	26	1772
東北	14519	23	1058
中部	30404	21	1950
中部	26549	15	1480
東北	27843	9	879
関東	20100	13	1026
関東	26841	23	913
関東	13611	13	761
中部	24865	20	1957
九州	15072	14	1340
中部	29766	16	739
東北	20651	23	448
中部	15371	5	1171
関東	25081	14	1671
関東	12426	16	1224
関東	22265	11	1849
東北	15604	26	472
中部	20696	11	1198
中部	27370	6	1783
関西	18704	21	1160
関東	16578	15	1589
中部	20511	8	1838
関東	13344	18	538
関東	29450	6	1265
東北	29409	9	671
中部	30004	24	1046
関東	14123	29	1955
関東	15463	13	1102
中部	12014	5	727
東北	14672	9	1887
九州	18537	7	797
関東	16607	10	1052
中部	20529	29	1838
関東	30619	27	582
東北	31449	9	1599
九州	14084	11	1806
関西	20233	28	785
東北	15919	5	1224
東北	15382	19	836
関西	28296	20	1148
東北	31824	25	1265
関西	25426	29	1670
関東	31724	17	1549
九州	24723	6	1604
九州	16645	7	1904
東北	18274	8	1699
関東	26032	17	764
東北	25196	24	1229
九州	14996	25	671
九州	22701	19	1336
関東	31676	16	986
中部	24029	5	597
関西	23953	25	1378
中部	21766	16	1526
関西	14422	28	1254
九州	31873	22	550
関東	21284	14	887
九州	16576	6	1633
九州	24539	27	613
関東	22486	14	627
九州	30087	29	1330
中部	29007	16	1439
関西	24723	5	1255
東北	23400	8	1062
関東	17146	20	1194
関西	29693	7	905
中部	22042	21	1921
東北	27434	24	1408
東北	14123	17	906
東北	15668	9	595
関西	17015	17	558
関西	31779	24	1111
九州	30171	17	1071
関西	20974	17	771
東北	23730	23	1177
東北	28747	25	852
九州	22888	14	637
東北	21349	5	1134
関東	30521	10	675
関東	21996	9	1737
九州	14592	27	1849
九州	15931	26	905
東北	30294	23	1208
九州	26325	21	1808
東北	12458	15	1428
九州	27201	24	1345
東北	14749	17	1965
東北	19065	6	1461
関西	16263	8	805
関西	23002	29	1618
中部	16140	12	1003
関東	21454	26	1933
東北	31713	11	1021
中部	13464	25	1545
関東	24405	16	1335
東北	17536	25	935
中部	27297	26	1288
東北	21745	10	554
関西	31562	22	1120
九州	24017	7	1890
関西	17571	27	1665
関西	30650	28	806
関東	31753	20	1676
九州	14188	24	720
中部	23936	20	1655
関東	21669	27	1438
中部	18036	13	1830
東北	22836	5	1202
関西	13518	14	1043
東北	31998	8	892
中部	14374	19	1930
関西	31961	28	1309
関西	14117	20	539
関東	29136	6	1399
九州	16578	16	1312
関西	21946	13	1069
九州	26449	24	570
関西	20809	29	1543
九州	12654	24	492
関東	17134	29	708
関東	19868	21	1326
関西	29618	14	1670
九州	16325	21	1107
東北	17725	6	1564
関東	18634	27	640
中部	22404	20	1726
中部	16717	18	970
関西	27055	20	805
中部	21369	24	1110
中部	17530	27	1545
中部	28394	15	1569
中部	18321	15	603
関西	19652	5	406
東北	31821	7	507
東北	14402	25	1549
中部	29163	19	647
中部	16372	17	679
関西	22336	27	1358
中部	24493	9	1941
関東	20212	17	1347
関東	26579	21	1572
関西	21892	19	1408
関東	21601	21	1148
東北	19421	8	1688
九州	22795	15	1908
関東	28124	8	1326
東北	24229	12	970
中部	19786	14	846
関東	17569	25	878
関東	28933	13	1098
九州	14468	28	1426
関西	17302	28	653
中部	17904	14	644
東北	22933	6	1075
東北	19022	29	439
九州	12146	24	1781
東北	23185	27	1808
関西	18246	25	1468
関西	18034	14	421
関西	24453	15	1624
関東	15747	28	1781
関東	27220	15	465
東北	20267	5	768
東北	29293	5	472
九州	27665	22	883
関東	22558	25	1647
東北	27444	8	1438
東北	22771	11	1679
関西	12621	19	695
東北	24073	10	1980
関東	27653	28	1090
九州	24372	11	620
関東	16859	6	1194
関東	22244	24	1825
中部	21420	9	1725
関西	23211	27	961
東北	26947	10	1026
東北	28333	23	669
関東	26718	10	1028
中部	28919	23	1444
関東	25413	22	1745
関西	12254	23	1396
中部	25116	7	1787
関東	14608	8	806
中部	23347	23	822
東北	31438	28	1492
関東	20166	10	402
中部	17108	16	933
九州	24289	18	648
東北	25621	6	1695
九州	20492	22	621
東北	20020	26	1908
九州	22958	26	1619
関東	25679	9	1729
東北	19355	29	1923
九州	27635	25	1186
東北	19464	16	1999
東北	19701	10	1863
関西	28252	8	797
中部	26086	28	1028
関東	22131	26	1475
東北	12297	12	895
関西	30725	5	1898
東北	22441	16	929
関東	13983	8	1470
中部	26549	18	1795
九州	19453	23	432
東北	13852	8	1373
東北	24453	25	707
中部	14903	7	443
関西	15240	24	1685
関東	27104	26	442
東北	26554	11	1826
中部	18407	29	815
